title,author,category,publish_year,resource_id,cover_url,description,publisher
Introduction to Calculus,Hco,mathematics,1993.0,OL9955846M,/images/icons/avatar_book-sm.png,,Addison Wesley Publishing Company
Mountain Peak Peril,"Townsend, John",juvenile_literature,2015.0,OL17822174W,//covers.openlibrary.org/b/olid/OL34509448M-M.jpg,,Quarto Publishing Group UK
Environmental decision-making,Ronnie Harding,political_science,1998.0,OL19235006W,//covers.openlibrary.org/b/olid/OL488982M-M.jpg,,Federation Press
Choṭadera Bāpujī,Sohanalāla Divedī,poetry,1963.0,OL1630337W,/images/icons/avatar_book-sm.png,,
Steve Young,Bill Gutman,juvenile_literature,1996.0,OL660994W,//covers.openlibrary.org/b/olid/OL969832M-M.jpg,Covers the personal life and football career of the quarterback who played at Brigham Young University and with the San Francisco 49ers and was named Most Valuable Player in Superbowl XXIX in 1995.   Read more Read less,Millbrook Press
The Design life of structures,G. Somerville,design,1991.0,OL19464889W,//covers.openlibrary.org/b/olid/OL1341163M-M.jpg,,Blackie
All snuggled up in a house full of love,John Dill,bears,1998.0,OL16055054W,//covers.openlibrary.org/b/olid/OL24954751M-M.jpg,,Hallmark Cards
"Momo: oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,fantasy,1973.0,OL2271626W,//covers.openlibrary.org/b/olid/OL15447286M-M.jpg,"The Neverending Story is Michael Ende's best-known book, but Momo, published six years earlier, is the all-ages fantasy novel that first won him wide acclaim. After the sweet-talking gray men come to town, life becomes terminally efficient. Can Momo, a young orphan girl blessed with the gift of listening, vanquish the ashen-faced time thieves before joy vanishes forever?   Read more Read less",Thienemann
Science lab,Brenda Walpole,juvenile_literature,1998.0,OL16066621W,/images/icons/avatar_book-sm.png,Includes simple science experiments which can be done using equipment in the kit together with other items found around the home.   Read more Read less,Silver Dolphin
Nonlinear Approaches In Engineering Applications,Liming Dai,design,2011.0,OL17395909W,//covers.openlibrary.org/b/olid/OL25976535M-M.jpg,,Springer
Biology,Anton Lawson,biology,1994.0,OL9339505W,//covers.openlibrary.org/b/olid/OL10167144M-M.jpg,,Pearson Prentice Hall
Net gain,John Hagel,business__economics,1997.0,OL1975104W,//covers.openlibrary.org/b/olid/OL1002295M-M.jpg,,Harvard Business School Press
Spooky's First Halloween,Salina Yoon,stories_in_rhyme,2007.0,OL5746391W,//covers.openlibrary.org/b/olid/OL11531609M-M.jpg,,Price Stern Sloan
Hockey records,Blaine Wiseman,juvenile_literature,2010.0,OL15048054W,//covers.openlibrary.org/b/olid/OL24069460M-M.jpg,,Weigl Publishers
Ships,Philip Wilkinson,juvenile_literature,2000.0,OL1897760W,//covers.openlibrary.org/b/olid/OL23247811M-M.jpg,"Text and illustrations describe how ships and boats have been used throughout history, from the earliest trading vessels to modern luxury liners.   Read more Read less",Kingfisher
Television,David Lachenbruch,juvenile_literature,1985.0,OL5359648W,//covers.openlibrary.org/b/olid/OL2847756M-M.jpg,"An explanation of how television works, including how a program is staged and how the image arrives on a television screen in our homes.   Read more Read less",Raintree Publishers
Lord Steward and the Servant King,Gordon Saunders,historical_fiction,2020.0,OL20764505W,/images/icons/avatar_book-sm.png,,INtense Publications
Pretend play as improvisation,R. Keith Sawyer,fantasy,1997.0,OL3283601W,//covers.openlibrary.org/b/olid/OL989528M-M.jpg,,L. Erlbaum Associates
With God by your side-- you never have to be alone,Gary Morris,poetry,1999.0,OL16050088W,//covers.openlibrary.org/b/olid/OL33774M-M.jpg,,Blue Mountain Press
The Sad Puppy,Holly Webb,dogs,2017.0,OL20568034W,//covers.openlibrary.org/b/olid/OL27813761M-M.jpg,,Tiger Tales.
Science today and tomorrow,Gerald Spellman Craig,juvenile_literature,1954.0,OL6707468W,//covers.openlibrary.org/b/olid/OL6180181M-M.jpg,,Ginn
Gone,Lisa Gardner,thriller,2006.0,OL26292032W,/images/icons/avatar_book-sm.png,,"Orion Publishing Group, Limited,              Orion"
Hard As Stone Omnibus,Beatrice B. Morgan,fantasy,2022.0,OL34049845W,/images/icons/avatar_book-sm.png,,Authors 4 Authors Publishing Cooperative
Driving Across America,Cerutti Graphic Design,humor,2019.0,OL27475214W,/images/icons/avatar_book-sm.png,,Publishing Concepts L.L.C
Serling,Gordon F. Sander,programming,1992.0,OL3944783W,//covers.openlibrary.org/b/olid/OL1744045M-M.jpg,,Dutton
Obstetrics and Gynecology: Resident Survival Guide,John D. Gordon,mathematics,1993.0,OL9531560M,/images/icons/avatar_book-sm.png,,Stanford Bookstore Palo Alto
Research methods and statistics in psychology,Hugh Coolican,design,1990.0,OL4156407W,//covers.openlibrary.org/b/olid/OL10622144M-M.jpg,,Hodder & Stoughton
Plesiosaurus,,juvenile_literature,1991.0,OL13249588M,/images/icons/avatar_book-sm.png,,Bancroft Sage Pub
Las izquierdas en tiempos de transición,Carme Molinero,political_science,2016.0,OL19657973W,//covers.openlibrary.org/b/olid/OL26877573M-M.jpg,,Universitat de València
Testament për Shqipërinë,Milaim Berisha,poetry,2008.0,OL6793404W,/images/icons/avatar_book-sm.png,,"Shtëpia Botuese ""Faik Konica"""
Colors,,juvenile_literature,2006.0,OL24255870W,//covers.openlibrary.org/b/olid/OL32087282M-M.jpg,"""Children enjoying fruit ... will help little ones learn basic color words through tasty pictures.""--Back cover.   Read more Read less",Scholastic
Dinosaur,Steve Kirk,juvenile_literature,1995.0,OL2916697W,/images/icons/avatar_book-sm.png,,Viking
Manual de psicología experimental,Alfonso Alvarez Villar,psychology,1975.0,OL6513894W,//covers.openlibrary.org/b/olid/OL4789053M-M.jpg,,Biblioteca Nueva
¡Buen viaje! Level 2 Student Edition,McGraw-Hill,juvenile_literature,2002.0,OL14996154W,//covers.openlibrary.org/b/olid/OL7309225M-M.jpg,,Glencoe/McGraw-Hill
The Korean cookbook,Judy Hyun,cooking,1970.0,OL5616098W,//covers.openlibrary.org/b/olid/OL8667063M-M.jpg,,Hollym International Corporation
Glam and Gorgeous Room,Heather Wutschke,juvenile_literature,2017.0,OL28375586W,/images/icons/avatar_book-sm.png,,Capstone
The Cat Who Killed Lilian Jackson Braun,Robert Kaplow,humor,2003.0,OL4123046W,//covers.openlibrary.org/b/olid/OL8721080M-M.jpg,"America's most beloved writer, Lilian Jackson Braun, author of twenty-four Cat Who...mysteries, is now the subject of a mystery herself. In Robert Kaplow's brilliant and bawdy parody, Ms. Jackson's headless body has been discovered in the men's room of a bar in Lower Manhattan. The police are busy filming reality television shows, and so it falls to Braun writer's friend James Qafka and his Siamese cats, Ying-Tong and Poon-Tang, to solve the ghastly mystery.   Read more Read less",New Millennium Press
Potatoes,Helen Lanz,juvenile_literature,2012.0,OL16307764W,//covers.openlibrary.org/b/olid/OL25115492M-M.jpg,,Sea-to-Sea
Psychology of motor learning,Joseph B. Oxendine,psychology,1968.0,OL2932827W,//covers.openlibrary.org/b/olid/OL3171675M-M.jpg,,Prentice-Hall
Inside Tornadoes,Mary Kay Carson,juvenile_literature,2010.0,OL17410860W,//covers.openlibrary.org/b/olid/OL25992552M-M.jpg,,Sterling
Growing Frogs,Vivian French,infancy,2000.0,OL481583W,//covers.openlibrary.org/b/olid/OL10726783M-M.jpg,A mother and child watch as tadpoles develop and grow into frogs.   Read more Read less,Walker Books Ltd
Let's Look and See,Armadillo Press Staff,picture_books,2015.0,OL21269884W,/images/icons/avatar_book-sm.png,,Anness Publishing
"Casglu, magu ac arbrofi ag anifeiliaid di-asgwrn-cefn",Melfyn R. Williams,biology,1985.0,OL6460984W,/images/icons/avatar_book-sm.png,,Gwasg Gomer
The theory of development,Adolph H. Nietz,photography,1922.0,OL212986W,//covers.openlibrary.org/b/olid/OL7066266M-M.jpg,,"D. Van Nostrand Company,              Eastman Kodak Company"
Trends in capital finance in developing countries,Anthony H. Aylward,finance,1998.0,OL1833306W,//covers.openlibrary.org/b/olid/OL349477M-M.jpg,,World Bank
The Animal welfare act,United States. Animal and Plant Health I...,cats,1979.0,OL17371364W,//covers.openlibrary.org/b/olid/OL25950325M-M.jpg,,"Dept. of Agriculture, Animal and Plant Health Inspection Service"
Buch der erfüllten Wünsche,Tom Seidmann-Freud,poetry,1929.0,OL3656790W,/images/icons/avatar_book-sm.png,,Müller & Kiepenheuer Verlag
In Africa,Marc Bernheim,juvenile_literature,1973.0,OL7098060W,/images/icons/avatar_book-sm.png,"Brief text and black-and-white photographs describe the life of African children from the savanna, forest, desert, coast, and city.   Read more Read less",Atheneum
This Is No Joke,Daniel Feldman,humor,2023.0,OL28907735W,/images/icons/avatar_book-sm.png,,Quantum Shift Publishing
2000 years and beyond,Paul Gifford,religion,2003.0,OL19126261W,//covers.openlibrary.org/b/olid/OL18182027M-M.jpg,,Routledge
Discovering Ancient Rome,Samuel Willard Crompton,juvenile_literature,2014.0,OL34045626W,/images/icons/avatar_book-sm.png,,Rosen Publishing Group
Best Practices in Change Management,Tim Creasey; Tracy Taylor,management,2014.0,OL30212462W,//covers.openlibrary.org/b/olid/OL41529247M-M.jpg,,"Prosci, Inc."
Talento y poder,Antonio Beltrán Marí,religion,2007.0,OL11955565W,/images/icons/avatar_book-sm.png,,Laetoli
Breathe,Scott Magoon,infancy,2014.0,OL19665020W,/images/icons/avatar_book-sm.png,A young whale enjoys its first day of independence.   Read more Read less,
SMP 11-16,School Mathematics Project.,mathematics,1986.0,OL19598781W,/images/icons/avatar_book-sm.png,,Cambridge University Press
Child and adolescent development,"Vaughan, Victor C.",psychology,1989.0,OL4775710W,//covers.openlibrary.org/b/olid/OL2187893M-M.jpg,,Saunders
The regulated world of hinterland dancing,Roger Dorsinville,dance,1970.0,OL22571983W,/images/icons/avatar_book-sm.png,,s.n.]
Ladybird Big Book of Slimy Things,Imogen Russell Williams,biology,2020.0,OL21677045W,/images/icons/avatar_book-sm.png,,"Penguin Books, Limited"
The Gothic Body,Kelly Hurley,literature,1996.0,OL3243894W,//covers.openlibrary.org/b/olid/OL970603M-M.jpg,,Cambridge University Press
Biomimetic materials and design,Anthony Lowman,chemistry,2002.0,OL18370125W,//covers.openlibrary.org/b/olid/OL18885476M-M.jpg,,Marcel Dekker
The Domestic Dog,James Serpell,dogs,1996.0,OL3263493W,//covers.openlibrary.org/b/olid/OL7740012M-M.jpg,,Cambridge University Press
The listener's guide to music,"Scholes, Percy Alfred",music,1919.0,OL6679508W,//covers.openlibrary.org/b/olid/OL7073042M-M.jpg,,Oxford Univ. Pr.
Hyperspace High,Zac Harrison,science_fiction,2013.0,OL26782433W,/images/icons/avatar_book-sm.png,,Capstone
Virtual teamwork,Robert Ubell,business__economics,2010.0,OL19909845W,//covers.openlibrary.org/b/olid/OL27094600M-M.jpg,,Wiley
Paid to speak,National Speakers Association (U.S.),success_in_business,2011.0,OL22632854W,//covers.openlibrary.org/b/olid/OL30656636M-M.jpg,"The content corresponds with the four core competencies identified for success as a professional speaker. Members of the National Speakers Association, who have built thriving speaking businesses, weigh in with valuable insights and proven strategies on a gamut of topics.   Read more Read less",Greenleaf Book Group Press
What You Never Knew about Olivia Rodrigo,Nafeesah Allen,music,2023.0,OL34451429W,/images/icons/avatar_book-sm.png,,Capstone
Russia and the West,Geir Hønneland,management,2003.0,OL5955027W,//covers.openlibrary.org/b/olid/OL3556371M-M.jpg,,Routledge
Employee Benefits Study 2004 (Employee Benefits Survey),,business__economics,2004.0,OL11333794M,/images/icons/avatar_book-sm.png,,Chamber of Commerce of the
Logarithmic reduction tables,Charles James Moore,chemistry,1913.0,OL1242973W,//covers.openlibrary.org/b/olid/OL7252155M-M.jpg,,Ginn and company
The curse,Janice Delaney,literature,1976.0,OL4960655W,//covers.openlibrary.org/b/olid/OL18319469M-M.jpg,,
A brief study of nutritional status in relation to strength and skill,Alice Harriet Miller,nutrition,1938.0,OL7631725W,/images/icons/avatar_book-sm.png,,"Bureau of Nutrition and Health Education, Division of Extension, the University of Texas"
"A register of research, second interim report",P. M. Chettle,management,1975.0,OL18948971W,/images/icons/avatar_book-sm.png,,Southampton University Library
Devil's Promise,Veronica Bennett,young_adult_fiction,2013.0,OL28784195W,/images/icons/avatar_book-sm.png,,"Walker Books, Limited"
Faith Mountain Recruiter Bulletin Insert,,religion,2002.0,OL12550682M,/images/icons/avatar_book-sm.png,,Standard Publishing Company
Crónicas fantásticas.,,short_stories,1966.0,OL16702130M,/images/icons/avatar_book-sm.png,,Editorial J. Alvarez
Beauty in Exile,Alexandre Vassiliev,fashion,2000.0,OL8482783W,//covers.openlibrary.org/b/olid/OL7998826M-M.jpg,,Harry N. Abrams
"Short stories, 1921-1946",Bertolt Brecht,short_stories,1983.0,OL3802593W,/images/icons/avatar_book-sm.png,,Methuen
The rise of Japan,Michael Gibson,juvenile_literature,1972.0,OL4078952W,//covers.openlibrary.org/b/olid/OL5304902M-M.jpg,Traces the history and discusses the culture of Japan from its first contact with the west in 1853 until the present day.   Read more Read less,"Wayland,              G. P. Putnam's Sons"
Maman Colibri,Henry Bataille,literature,1900.0,OL1428522W,/images/icons/avatar_book-sm.png,"dans un hotel particulier de l'avenue Friedland.-un salon fumoir, vaste, attenant par le fond au grand salon. C'est une piece d'assez grand luxe raffine. Tout est tendu d'etoffes rares de l'Inde, tres flottantes, meme le plafond, mais sans verser dans le mauvais gout. Le piano a queue recouvert d'une admirable vieille chose asiatique qui traine a terre. -la porte qui separe le grand salon, et qui est fermee au lever du rideau, est toute en vitraux Tiffany, opalins, ni trop clairs ni trop fonces. -au milieu de tout cela, pourtant, la tache brutale qui marque des gens d'affaires : le telephone dans un coin, pres du piano, -une table encombree de papiers, des journaux qui trainent, etc... eclairage doux et dissimule. -quatre jeunes gens et un monsieur d'une cinquantaine d'annees, tous en habit, causent en fumant. Richard De Rysbergue, Paulot De Rysbergue, Louis Soubrian, Lignieres, Soubrian pere.Richard. -elle est encore bien.Louis Soubrian. -conservee... mais rudement touchee... tout ce que tu voudras, elle est trop vieille pour toi.   Read more Read less",Modern-Théatre
Primary prevention works,George W. Albee,mental_health,1996.0,OL18239424W,//covers.openlibrary.org/b/olid/OL996962M-M.jpg,,Sage Publications
Capitalism,Richard Smalbach,juvenile_literature,2014.0,OL23185353W,/images/icons/avatar_book-sm.png,,Britannica Educational Publishing in association with Rosen Educational Services
Amazing Lookalikes,Joan Steiner,juvenile_literature,2002.0,OL28776932W,//covers.openlibrary.org/b/olid/OL7954411M-M.jpg,,"Walker Books Ltd,              Walker"
Palestine,Mariam Shahin,cooking,2005.0,OL8886659W,//covers.openlibrary.org/b/olid/OL9668536M-M.jpg,,Arris Books
Archaeological landscapes on the High Plains,Laura L. Scheiber,archaeology,2008.0,OL18348831W,//covers.openlibrary.org/b/olid/OL16974243M-M.jpg,,University Press of Colorado
Basic Maths Practice Problems For Dummies,Colin Beveridge,exercise,2012.0,OL17403441W,//covers.openlibrary.org/b/olid/OL25984603M-M.jpg,,"Wiley & Sons, Incorporated, John"
Star Wars Classic Ultimate Sticker Book,Rebecca Smith,juvenile_literature,2004.0,OL17410636W,//covers.openlibrary.org/b/olid/OL25992314M-M.jpg,,Dorling Kindersley Ltd
"The dog and how to break him, with his diseases and methods of cure",John B. Johnson,dogs,1861.0,OL17699157W,//archive.org/services/img/b28080051,,"Baily,              Houlston & Wright"
Shells as evidence of the migration of early culture,John Wilfrid Jackson,music,1917.0,OL7628676W,//covers.openlibrary.org/b/olid/OL14041960M-M.jpg,,"University press,              Longmans, Green & co."
Elements of the theory and practice of chymistry,Pierre Joseph Macquer,chemistry,1758.0,OL18819163W,//covers.openlibrary.org/b/olid/OL26705084M-M.jpg,,"Printed for A. Millar, and J. Nourse ..."
Dialect tales,Katherine Sherwood Bonner McDowell,literature,1883.0,OL93983W,//covers.openlibrary.org/b/olid/OL7138212M-M.jpg,,Harper & Brothers
Incentives and Economic Systems,Stefan Hedlund,business__economics,2022.0,OL26348561W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Karen's tea party,Ann M. Martin,young_adult_fiction,1992.0,OL818039W,//covers.openlibrary.org/b/olid/OL32774475M-M.jpg,,Hippo
59 seconds: think a little change a lot,Richard Wiseman,psychology,2009.0,OL2945754W,//covers.openlibrary.org/b/olid/OL26636216M-M.jpg,"A psychologist and best-selling author gives us a myth-busting response to the self-help movement, with tips and tricks to improve your life that come straight from the scientific community.Richard Wiseman has been troubled by the realization that the self-help industry often promotes exercises that destroy motivation, damage relationships, and reduce creativity: the opposite of everything it promises. Now, in 59 Seconds, he fights back, bringing together the diverse scientific advice that can help you change your life in under a minute, and guides you toward becoming more decisive, more imaginative, more engaged, and altogether more happy.From mood to memory, persuasion to procrastination, resilience to relationships, Wiseman outlines the research supporting the new science of ""rapid change"" and, with clarity and infectious enthusiasm, describes how these quirky, sometimes counterintuitive techniques can be effortlessly incorporated into your everyday life. Or, as he likes to say: ""Think a little, change a lot.""From the Hardcover edition.   Read more Read less",
Soccer's Biggest Moments,Megan Cooley Peterson,juvenile_literature,2017.0,OL28671195W,/images/icons/avatar_book-sm.png,,Black Rabbit Books
The guys' guide to making life more awesome,Eric Braun,juvenile_literature,2014.0,OL21483772W,//covers.openlibrary.org/b/olid/OL29109986M-M.jpg,"""Describes various trivia, tips, activities, and other useful information for making sports, the outdoors, cities, and daily life more fun and interesting""--   Read more Read less",Capstone
Breve romanceiro do Natal,Adelmo Oliveira,poetry,1972.0,OL16595157W,/images/icons/avatar_book-sm.png,,Editora Beneditina
"Davids hainovs sinne, heartie repentance, heavie punishment",Thomas Fuller,poetry,1869.0,OL1142014W,/images/icons/avatar_book-sm.png,,Basil Montagu Pickering
Feng die wai zhuan,Chuncai Dong,juvenile_literature,1946.0,OL32336179W,/images/icons/avatar_book-sm.png,,Xin hua shu dian
Down these strange streets,George R. R. Martin,fantasy,2011.0,OL16450987W,//covers.openlibrary.org/b/olid/OL25162179M-M.jpg,,Ace Books
Summer Walk,Virginia Brimhall Snow,stories_in_rhyme,2016.0,OL21114447W,//covers.openlibrary.org/b/olid/OL28581055M-M.jpg,,"Gibbs Smith, Publisher"
Chinese Designs,Dianne Gaspas,juvenile_literature,2002.0,OL8252653W,//covers.openlibrary.org/b/olid/OL7638593M-M.jpg,,Dover Publications
Political reality and political consciousness,V. V. Mshvenieradze,political_science,1985.0,OL5301946W,/images/icons/avatar_book-sm.png,,Progress Publishers
Deterministic and Stochastic Optimal Control,Wendell H. Fleming,mathematics,1975.0,OL4303581W,//covers.openlibrary.org/b/olid/OL5203484M-M.jpg,"This book may be regarded as consisting of two parts. In Chapters I-IV we pre­ sent what we regard as essential topics in an introduction to deterministic optimal control theory. This material has been used by the authors for one semester graduate-level courses at Brown University and the University of Kentucky. The simplest problem in calculus of variations is taken as the point of departure, in Chapter I. Chapters II, III, and IV deal with necessary conditions for an opti­ mum, existence and regularity theorems for optimal controls, and the method of dynamic programming. The beginning reader may find it useful first to learn the main results, corollaries, and examples. These tend to be found in the earlier parts of each chapter. We have deliberately postponed some difficult technical proofs to later parts of these chapters. In the second part of the book we give an introduction to stochastic optimal control for Markov diffusion processes. Our treatment follows the dynamic pro­ gramming method, and depends on the intimate relationship between second­ order partial differential equations of parabolic type and stochastic differential equations. This relationship is reviewed in Chapter V, which may be read inde­ pendently of Chapters I-IV. Chapter VI is based to a considerable extent on the authors' work in stochastic control since 1961. It also includes two other topics important for applications, namely, the solution to the stochastic linear regulator and the separation principle.    Source: https://www.springer.com/gp/book/9780387901558   Read more Read less",Springer
Le financement bancaire du logement et les exonérations fiscales,France. Conseil économique et social.,finance,1977.0,OL605920W,/images/icons/avatar_book-sm.png,,Le Conseil
Gooseberry Patch Christmas,Sandra Graham Case,cooking,2005.0,OL8923573W,//covers.openlibrary.org/b/olid/OL8742689M-M.jpg,,Leisure Arts
Bob books,Lynn Maslen Kertell,juvenile_literature,2009.0,OL18428459W,//covers.openlibrary.org/b/olid/OL28681210M-M.jpg,"Pictures, words, and sentences that focus on the letters O and P.   Read more Read less",Scholastic Inc.
Eliakim Doolittle  and Timothy Olmsted,Maxine Fawcett-Yeske,music,2018.0,OL21621343W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Travesias de un Corazon Crudo,Alejandro Carpio Olvera,poetry,2020.0,OL20766295W,/images/icons/avatar_book-sm.png,,Barker & Jules LLC
People make the difference,Timothy J. Herron,management,1996.0,OL19592054W,/images/icons/avatar_book-sm.png,,Oakhill Press
Amānat,Dayā Lakhī Jashnāṇī,short_stories,1995.0,OL2601385W,/images/icons/avatar_book-sm.png,,[s.n.]
Master,Juergen Teller,photography,2010.0,OL21025523W,/images/icons/avatar_book-sm.png,,"Steidl Druckerei und Verlag, Gerhard"
The Toymaker's Apprentice,Sherri L. Smith,magic,2015.0,OL19194193W,//covers.openlibrary.org/b/olid/OL26775292M-M.jpg,,Puffin Books
Yi liu di jing ying,Tiansheng Tao,management,1985.0,OL11797470W,/images/icons/avatar_book-sm.png,,Da zhan chu ban she
Creative Destruction,Glenn Hardaker,music,2004.0,OL8938664W,//covers.openlibrary.org/b/olid/OL8774821M-M.jpg,,University of Huddersfield
IKUWA6. Shared Heritage : Proceedings of the Sixth International Congress for Underwater Archaeology,Jennifer A. Rodrigues,archaeology,2020.0,OL26514174W,/images/icons/avatar_book-sm.png,,Archaeopress
Religious Peacebuilding in the Democratic Republic of Congo,Roger Alfani,religion,2019.0,OL25753110W,/images/icons/avatar_book-sm.png,,"Lang GmbH, Internationaler Verlag der Wissenschaften, Peter"
Southam's Building and Construction Handbook,,business__economics,1988.0,OL13384839M,/images/icons/avatar_book-sm.png,,Daily Commercial News
Filosofii︠a︡ upravlenii︠a︡,Igorʹ Bogachek,management,1999.0,OL23782915W,/images/icons/avatar_book-sm.png,,Nauka
"Kew Bulletin,  No 3, 2003",,political_science,2003.0,OL11900040M,/images/icons/avatar_book-sm.png,,Stationery Office
Quartetto 3,Franco Donatoni,music,1961.0,OL16029989M,/images/icons/avatar_book-sm.png,,Edizioni Suvini Zerboni
The Changing Ideology of Hezbollah,Massaab Al-Aloosy,political_science,2020.0,OL20809330W,//covers.openlibrary.org/b/olid/OL28171347M-M.jpg,,Springer International Publishing AG
"Taiwan fo jiao, ru jiao yu min jian xin yang",Shiwei Li,religion,2008.0,OL18547167W,/images/icons/avatar_book-sm.png,,Bo yang wen hua shi ye
National Identity and the Agrarian Republic,Manuela Albertone,business__economics,2014.0,OL21258931W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Davis's NCLEX-RN Nutrition Review Cards,Patricia Gauntlett Beare,nutrition,1991.0,OL25078107W,/images/icons/avatar_book-sm.png,,F.A. Davis Company
Planets and the solar system,"Brandt, Keith",juvenile_literature,1985.0,OL4090568W,//covers.openlibrary.org/b/olid/OL2840855M-M.jpg,"Describes our solar system, which is made up of nine planets, including Earth, which orbit around the sun.   Read more Read less","Troll Associates,              Troll Communications Llc,              Brand: Troll Communications"
From Antlutze To Angesicht,Brent Holland,psychology,2005.0,OL9622131W,/images/icons/avatar_book-sm.png,,"Peter Lang Publishing,              Lang Publishing, Incorporated, Peter"
The Garden in England,Gibberd,mathematics,1982.0,OL8319411W,/images/icons/avatar_book-sm.png,,Cambridge University Press
To Know Christ Jesus (Stagbooks),F. J. Sheed,literature,1962.0,OL3970122W,//covers.openlibrary.org/b/olid/OL5854165M-M.jpg,,Sheed and Ward
Anthropology,Lisa J. Lefler,anthropology,2020.0,OL24599033W,//covers.openlibrary.org/b/olid/OL32627915M-M.jpg,,Newfound Press
America's Oddest Historical Moments,M. H. Seeley,juvenile_literature,2016.0,OL28375395W,/images/icons/avatar_book-sm.png,,"Stevens Publishing LLLP, Gareth"
Mental health wellness week,,mental_health,2009.0,OL34725942W,/images/icons/avatar_book-sm.png,,Mental Health Wellness Week
Biology,Claude Alvin Villee,biology,1989.0,OL17975443W,//covers.openlibrary.org/b/olid/OL2061517M-M.jpg,,Saunders College Pub.
laboratory manual in general biology.,James Watt Mavor,biology,1936.0,OL15497226M,/images/icons/avatar_book-sm.png,,Macmillan
Cretaceous Stones,Jeff Dennis,science_fiction,2022.0,OL28139154W,/images/icons/avatar_book-sm.png,,Nightbird Publishing
Gu jin Zhong wai zong jiao gai guan,Gang Li,religion,1997.0,OL19374589W,/images/icons/avatar_book-sm.png,,Ba Shu shu she
More for less,James N Nesmith,finance,1975.0,OL11110133W,/images/icons/avatar_book-sm.png,,Society for College and University Planning [and] ETS College and University Programs
Learning about fairies,Laura Alden,juvenile_literature,1982.0,OL13394307W,//covers.openlibrary.org/b/olid/OL21484494M-M.jpg,,Children's Press
The Bloodaxe book of modern Australian poetry,John E. Tranter,poetry,1994.0,OL18848929W,//covers.openlibrary.org/b/olid/OL892885M-M.jpg,,"Bloodaxe Books,              U.S. dstributor, Dufour Editions,              Bloodaxe Books Ltd"
Nhà phát minh tisen phong =,Constance McLaughlin Green,juvenile_literature,1956.0,OL6831841W,/images/icons/avatar_book-sm.png,,Zieleks
Clinical skills for OSCEs,Neel Burton,physics,2006.0,OL19804668W,//covers.openlibrary.org/b/olid/OL28467870M-M.jpg,,Scion Publishing Limited
The dogs,Laura Thompson,dogs,1995.0,OL12437100W,//covers.openlibrary.org/b/olid/OL22325706M-M.jpg,,Vintage
Soccer on Sunday,Mary Pope Osborne,magic,2014.0,OL20327209W,//covers.openlibrary.org/b/olid/OL27533550M-M.jpg,,Random House Books for Young Readers
"Religion, Myth, & Folklore in the World's Epics",Lauri Honko,religion,1990.0,OL2781998W,//covers.openlibrary.org/b/olid/OL9857414M-M.jpg,,Walter de Gruyter
The Dalai Lama's cat and the power of meow,David Michie,cats,2016.0,OL19724380W,/images/icons/avatar_book-sm.png,"In this follow-up to the Dalai Lama₂s Cat and the Art of Purring, listeners escape to the enchanting and exotic world of the Dalai Lama₂s monastery in the Himalayas, and take a peek inside the mind of a delightfully imperfect creature on the path to enlightenment. By accompanying HHC on her journey, listeners will learn new ways to relate to their own minds: slowing down, finding peace, and abiding in the boundless radiance and benevolence that is their own true nature.   Read more Read less",
African Classical Ensemble Music Theory And Drumbased Concert Series Melorhythmus Interactum,Meki Nzewi,music,2009.0,OL17478947W,//covers.openlibrary.org/b/olid/OL26065097M-M.jpg,,Compress
The popular poets and poetry of Ireland,Richard Nagle,poetry,1887.0,OL19816737W,//covers.openlibrary.org/b/olid/OL6739819M-M.jpg,,R. Nagle
"Finite Fields, with Applications to Combinatorics",Kannan Soundararajan,mathematics,2023.0,OL34032177W,//covers.openlibrary.org/b/olid/OL46074953M-M.jpg,,American Mathematical Society
Replicating microfinance in the United States,James H. Carr,finance,2002.0,OL19521709W,//covers.openlibrary.org/b/olid/OL18479171M-M.jpg,,Published by Woodrow Wilson Center Press
"The American Academy of Religion, annual meeting, San Francisco, California, 28-31 December 1977",,religion,1977.0,OL20947621W,//covers.openlibrary.org/b/olid/OL4545455M-M.jpg,,Scholars Press
Business Metadata,William H. Inmon,management,2007.0,OL19832691W,//covers.openlibrary.org/b/olid/OL27022661M-M.jpg,"People have a hard time communicating, and also have a hard time finding business knowledge in the environment. With the sophistication of search technologies like Google, business people expect to be able to get their questions answered about the business just like you can do an internet search. The truth is, knowledge management is primitive today, and it is due to the fact that we have poor business metadata management. This book is about all the groundwork necessary for IT to really support the business properly. By providing not just data, but the context behind the data. For the IT profe.   Read more Read less",Elsevier
Governing Knowledge Commons,Brett M. Frischmann,management,2014.0,OL21085128W,/images/icons/avatar_book-sm.png,,"Oxford University Press, Incorporated,              Oxford University Press"
"Law of Governance, Risk Management, and Compliance",Geoffrey P. Miller,management,2014.0,OL21869025W,//covers.openlibrary.org/b/olid/OL31185552M-M.jpg,,Wolters Kluwer Law & Business
Van Gogh in poems,Carol Dine,poetry,2009.0,OL15066779W,/images/icons/avatar_book-sm.png,,Bitter Oleander Press
